Source,Target,Label,Weight
nm0002178,nm0359894,tt0082471,4
nm0359894,nm0494378,tt0082471,3
nm0359894,nm0756696,tt0082471,4
nm0002178,nm0006939,tt0082471,5
nm0006939,nm0494378,tt0082471,3
nm0006939,nm0756696,tt0082471,5
nm0002178,nm0494378,tt0082471,3
nm0002178,nm0756696,tt0082471,6
nm0000568,nm0001345,tt0082474,4
nm0001345,nm0324397,tt0082474,3
nm0000568,nm0324397,tt0082474,3
nm0000269,nm0102722,tt0082484,4
nm0477108,nm0482614,tt0082485,3
nm0007139,nm0477108,tt0082485,4
nm0538353,nm0874676,tt0082485,6
nm0007139,nm0874676,tt0082485,3
nm0000587,nm0384185,tt0082495,3
nm0320808,nm0435726,tt0082510,3
nm0441955,nm0755974,tt0082528,5
nm0441955,nm0637508,tt0082528,6
nm0203246,nm0441955,tt0082528,3
nm0441955,nm0851780,tt0082528,4
nm0637508,nm0755974,tt0082528,5
nm0203246,nm0755974,tt0082528,3
nm0755974,nm0851780,tt0082528,3
nm0203246,nm0637508,tt0082528,3
nm0637508,nm0851780,tt0082528,4
nm0203246,nm0851780,tt0082528,4
nm0029242,nm0851522,tt0082539,3
nm0634159,nm0734000,tt0082547,3
nm0264688,nm0382327,tt0082547,3
nm0192176,nm0559769,tt0082559,3
nm0238489,nm0559769,tt0082559,12
nm0192176,nm0289576,tt0082559,3
nm0238489,nm0289576,tt0082559,19
nm0814242,nm0814773,tt0082567,10
nm0473162,nm0560727,tt0082576,3
nm0458722,nm0473162,tt0082576,4
nm0473162,nm0669604,tt0082576,3
nm0458722,nm0560727,tt0082576,3
nm0560727,nm0669604,tt0082576,3
nm0458722,nm0669604,tt0082576,5
nm0006664,nm0647429,tt0082577,3
nm0424220,nm0647429,tt0082577,4
nm0000821,nm0025627,tt0082594,3
nm0000821,nm0025613,tt0082594,3
nm0161615,nm0689990,tt0082599,3
nm0001681,nm0767741,tt0082622,3
nm0000821,nm0576488,tt0082644,4
nm0434318,nm0451166,tt0082644,3
nm0002157,nm0062353,tt0082651,7
nm0092482,nm0865396,tt0082666,3
nm0129970,nm0865396,tt0082666,3
nm0548654,nm0865396,tt0082666,3
nm0297064,nm0617504,tt0082671,6
nm0151068,nm0628827,tt0082675,7
nm0000305,nm0293989,tt0082679,4
nm0000305,nm0242637,tt0082679,3
nm0242637,nm0293989,tt0082679,3
nm0003508,nm0496312,tt0082690,5
nm0000154,nm0371249,tt0082694,3
nm0150057,nm0785664,tt0082701,3
nm0014227,nm0407990,tt0082704,5
nm0161149,nm0407990,tt0082704,3
nm0711648,nm0773365,tt0082708,6
nm0156955,nm0874676,tt0082712,5
nm0157971,nm0874676,tt0082712,4
nm0157971,nm0232504,tt0082712,3
nm0232504,nm0525475,tt0082712,4
nm0073053,nm0598102,tt0082714,7
nm0207401,nm0598102,tt0082714,8
nm0598102,nm0684083,tt0082714,3
nm0073053,nm0684083,tt0082714,4
nm0207401,nm0684083,tt0082714,4
nm0001945,nm0173354,tt0082726,3
nm0001970,nm0843640,tt0082736,3
nm0001970,nm0229569,tt0082736,3
nm0229569,nm0843640,tt0082736,3
nm0024589,nm0179281,tt0082741,4
nm0179278,nm0179281,tt0082741,3
nm0000905,nm0148437,tt0082752,5
nm0401201,nm0401204,tt0082761,5
nm0401204,nm0401207,tt0082761,3
nm0150850,nm0298689,tt0082762,9
nm0000983,nm0569606,tt0082764,4
nm0001206,nm0820669,tt0082776,7
nm0001501,nm0001728,tt0082783,3
nm0344873,nm0344875,tt0082787,3
nm0611520,nm0713592,tt0082796,3
nm0000821,nm0438501,tt0082797,3
nm0000821,nm0220828,tt0082797,5
nm0000821,nm0707274,tt0082797,5
nm0000821,nm0795652,tt0082797,4
nm0434318,nm0438501,tt0082797,4
nm0220828,nm0434318,tt0082797,4
nm0220828,nm0707274,tt0082797,5
nm0220828,nm0795652,tt0082797,3
nm0434318,nm0707274,tt0082797,6
nm0434318,nm0795652,tt0082797,5
nm0707274,nm0795652,tt0082797,6
nm0397184,nm0938199,tt0082802,4
nm0555722,nm0845867,tt0082807,3
nm0217134,nm0821466,tt0082811,3
nm0490492,nm0516316,tt0082825,3
nm0155291,nm0516316,tt0082825,4
nm0516316,nm0838936,tt0082825,3
nm0050853,nm0819825,tt0082842,4
nm0046987,nm0819825,tt0082842,4
nm0046987,nm0050853,tt0082842,10
nm0482670,nm0939147,tt0082851,4
nm0328221,nm0511703,tt0082858,4
nm0261826,nm0423053,tt0082874,3
nm0394086,nm0483625,tt0082875,3
nm0531431,nm0778633,tt0082883,4
nm0007023,nm0162223,tt0082888,3
nm0007023,nm0260330,tt0082888,3
nm0260330,nm0305557,tt0082888,3
nm0044156,nm0260330,tt0082888,4
nm0305557,nm0328020,tt0082888,4
nm0044156,nm0305557,tt0082888,4
nm0139213,nm0899911,tt0082905,4
nm0332052,nm0473252,tt0082911,4
nm0332052,nm0351486,tt0082911,3
nm0158029,nm0498080,tt0082916,6
nm0729626,nm0771535,tt0082927,4
nm0349427,nm0470772,tt0082930,3
nm0000197,nm0706182,tt0082934,3
nm0018872,nm0484376,tt0082953,3
nm0580318,nm0883553,tt0082954,3
nm0273508,nm0554924,tt0082965,3
nm0332417,nm0539081,tt0082966,3
nm0002086,nm0108978,tt0082966,3
nm0108978,nm0332417,tt0082966,8
nm0261681,nm0580853,tt0082967,3
nm0580853,nm0654839,tt0082967,5
nm0379678,nm0580853,tt0082967,3
nm0379678,nm0654839,tt0082967,4
nm0000148,nm0000229,tt0082971,3
nm0000184,nm0000229,tt0082971,3
nm0473314,nm0656647,tt0082991,3
nm0304839,nm0879476,tt0082997,3
nm0845223,nm0879476,tt0082997,4
nm0846314,nm0896557,tt0082998,3
nm0667724,nm0896557,tt0082998,3
nm0667724,nm0846314,tt0082998,7
nm0165263,nm0674735,tt0083005,3
nm0003501,nm0227661,tt0083007,4
nm0335131,nm0824007,tt0083013,3
nm0814570,nm0849099,tt0083021,5
nm0098208,nm0411585,tt0083027,4
nm0438906,nm0543547,tt0083028,3
nm0224441,nm0894758,tt0083049,3
nm0042849,nm0773104,tt0083052,3
nm0007181,nm0765166,tt0083081,3
nm0001353,nm0318429,tt0083111,3
nm0000195,nm0718645,tt0083131,3
nm0000601,nm0718645,tt0083131,3
nm0089676,nm0325175,tt0083131,3
nm0246408,nm0273193,tt0083136,5
nm0636893,nm0945632,tt0083149,3
nm0270413,nm0690610,tt0083159,3
nm0000887,nm0690431,tt0083169,3
nm0519665,nm0682851,tt0083179,3
nm0208674,nm0527002,tt0083203,4
nm0241696,nm0527002,tt0083203,3
nm0034899,nm0527002,tt0083203,5
nm0683119,nm0911285,tt0083205,3
nm0546672,nm0911285,tt0083205,4
nm0184344,nm0911285,tt0083205,3
nm0546672,nm0683119,tt0083205,6
nm0139536,nm0683119,tt0083205,4
nm0184344,nm0683119,tt0083205,3
nm0139536,nm0546672,tt0083205,6
nm0184344,nm0546672,tt0083205,5
nm0139536,nm0184344,tt0083205,4
nm0580853,nm0654843,tt0083217,4
nm0346096,nm0634159,tt0083226,4
nm0346096,nm0742940,tt0083226,5
nm0393345,nm0499939,tt0083237,3
nm0290877,nm0335133,tt0083257,3
nm0335133,nm0731220,tt0083257,3
nm0290877,nm0731220,tt0083257,4
nm0339264,nm0467942,tt0083266,5
nm0405545,nm0517978,tt0083268,10
nm0463740,nm0517978,tt0083268,11
nm0405545,nm0463740,tt0083268,7
nm0405545,nm0664218,tt0083268,11
nm0463740,nm0664218,tt0083268,10
nm0116339,nm0252473,tt0083276,5
nm0127119,nm0252473,tt0083276,7
nm0050853,nm0252473,tt0083276,3
nm0046987,nm0252473,tt0083276,3
nm0116339,nm0127119,tt0083276,5
nm0050853,nm0116339,tt0083276,4
nm0046987,nm0116339,tt0083276,4
nm0007023,nm0699909,tt0083294,5
nm0609183,nm0869053,tt0083295,4
nm0012602,nm0165282,tt0083307,3
nm0000833,nm0163990,tt0083310,3
nm0381230,nm0442207,tt0083312,8
nm0052361,nm0900942,tt0083315,3
nm0000377,nm0000824,tt0083326,3
nm0836136,nm0844325,tt0083335,3
nm0232504,nm0862479,tt0083346,4
nm0399070,nm0862479,tt0083346,3
nm0497201,nm0950482,tt0083347,3
nm0000334,nm0158402,tt0083348,3
nm0415777,nm0950759,tt0083352,3
nm0939147,nm0950759,tt0083352,3
nm0790925,nm0874676,tt0083362,4
nm0417352,nm0534508,tt0083367,4
nm0379795,nm0534508,tt0083367,4
nm0379795,nm0417352,tt0083367,5
nm0622931,nm0654839,tt0083373,6
nm0000560,nm0574433,tt0083511,3
nm0000560,nm0001353,tt0083511,3
nm0000560,nm0006854,tt0083511,3
nm0000552,nm0211823,tt0083511,3
nm0001353,nm0343419,tt0083511,4
nm0258820,nm0439102,tt0083522,5
nm0608311,nm0865575,tt0083549,3
nm0073053,nm0865575,tt0083549,3
nm0207401,nm0865575,tt0083549,3
nm0073053,nm0598720,tt0083549,3
nm0207401,nm0598720,tt0083549,3
nm0001403,nm0001653,tt0083560,3
nm0000465,nm0994566,tt0083561,3
nm0000465,nm0668331,tt0083561,4
nm0668331,nm0994566,tt0083561,4
nm0001090,nm0166986,tt0083565,4
nm0059395,nm0331735,tt0083570,3
nm0070867,nm0952067,tt0083575,6
nm0080315,nm0784044,tt0083578,4
nm0442455,nm0671231,tt0083579,3
nm0442454,nm0671231,tt0083579,6
nm0442454,nm0631741,tt0083579,5
nm0002759,nm0553941,tt0083585,4
nm0285471,nm0545956,tt0083592,4
nm0622931,nm0654843,tt0083599,6
nm0004429,nm0004570,tt0083608,4
nm0004429,nm0463319,tt0083608,3
nm0376963,nm0889090,tt0083624,3
nm0179281,nm0739744,tt0083635,3
nm0576495,nm0713592,tt0083636,3
nm0080432,nm0713592,tt0083636,4
nm0000052,nm0681566,tt0083648,4
nm0288563,nm0590474,tt0083649,4
nm0274853,nm0646179,tt0083655,8
nm0000442,nm0672459,tt0083658,3
nm0006872,nm0898812,tt0083676,7
nm0211565,nm0646179,tt0083680,5
nm0157785,nm0482670,tt0083695,3
nm0504973,nm0939351,tt0083699,4
nm0504973,nm0939236,tt0083699,3
nm0000305,nm0005062,tt0083701,3
nm0000305,nm0571781,tt0083701,3
nm0000305,nm0633637,tt0083701,3
nm0005062,nm0293989,tt0083701,3
nm0293989,nm0571781,tt0083701,3
nm0293989,nm0633637,tt0083701,3
nm0005062,nm0571781,tt0083701,3
nm0005062,nm0633637,tt0083701,3
nm0571781,nm0633637,tt0083701,3
nm0246986,nm0252880,tt0083703,3
nm0739931,nm0759877,tt0083711,5
nm0149877,nm0484397,tt0083716,5
nm0108539,nm0484397,tt0083716,4
nm0108539,nm0149877,tt0083716,3
nm0049621,nm0290956,tt0083723,4
nm0005645,nm0053716,tt0083736,6
nm0001522,nm0276169,tt0083739,3
nm0049617,nm0060681,tt0083742,5
nm0133426,nm0704719,tt0083743,4
nm0002167,nm0148437,tt0083744,3
nm0000175,nm0001681,tt0083767,4
nm0066223,nm0151155,tt0083769,5
nm0022116,nm0654839,tt0083770,3
nm0046152,nm0749914,tt0083783,3
nm0000367,nm0140643,tt0083789,3
nm0002140,nm0699659,tt0083789,3
nm0002140,nm0906667,tt0083789,4
nm0000188,nm0005348,tt0083798,3
nm0348018,nm0695916,tt0083825,3
nm0695916,nm0709777,tt0083825,3
nm0005033,nm0150894,tt0083828,3
nm0121113,nm0548095,tt0083831,3
nm0160865,nm0438071,tt0083836,4
nm0029161,nm0190691,tt0083865,4
nm0007746,nm0889403,tt0083871,3
nm0092789,nm0889402,tt0083871,7
nm0092789,nm0889403,tt0083871,6
nm0889402,nm0889403,tt0083871,25
nm0278384,nm0755075,tt0083877,3
nm0622695,nm0858482,tt0083884,4
nm0001745,nm0019244,tt0083888,4
nm0000600,nm0132257,tt0083907,5
nm0162878,nm0445185,tt0083942,3
nm0000230,nm0001077,tt0083944,3
nm0000230,nm0606251,tt0083944,3
nm0001077,nm0606251,tt0083944,3
nm0885554,nm0959016,tt0083949,3
nm0691061,nm0731992,tt0083959,12
nm0101428,nm0607407,tt0083962,3
nm0037372,nm0844541,tt0083970,3
nm0457725,nm0914536,tt0083972,3
nm0457725,nm0566699,tt0083972,3
nm0155587,nm0514998,tt0083977,10
nm0155587,nm0497097,tt0083977,6
nm0529890,nm0562210,tt0083981,4
nm0001238,nm0529890,tt0083981,4
nm0129201,nm0195293,tt0084007,6
nm0195293,nm0716701,tt0084007,7
nm0246408,nm0616392,tt0084016,4
nm0320929,nm0342611,tt0084019,3
nm0140643,nm0681566,tt0084040,3
nm0149631,nm0595989,tt0084042,3
nm0258168,nm0368688,tt0084044,3
nm0155593,nm0232504,tt0084061,3
nm0393075,nm0538532,tt0084068,3
nm0544306,nm0629309,tt0084079,3
nm0628838,nm0939147,tt0084105,3
nm0060681,nm0305053,tt0084137,4
nm0049617,nm0305053,tt0084137,4
nm0274853,nm0690741,tt0084151,4
nm0205370,nm0491265,tt0084158,3
nm0518192,nm0729473,tt0084181,4
nm0252473,nm0348965,tt0084189,4
nm0252473,nm0252484,tt0084189,4
nm0116339,nm0348965,tt0084189,6
nm0116339,nm0252484,tt0084189,4
nm0252484,nm0348965,tt0084189,4
nm0050853,nm0348965,tt0084189,3
nm0046987,nm0348965,tt0084189,3
nm0455797,nm0702555,tt0084226,3
nm0086134,nm0209209,tt0084245,3
nm0002000,nm0149222,tt0084256,3
nm0013706,nm0409406,tt0084261,7
nm0145626,nm0409406,tt0084261,4
nm0409406,nm0613939,tt0084261,4
nm0185187,nm0443367,tt0084264,6
nm0000329,nm0535320,tt0084266,3
nm0000329,nm0849282,tt0084266,13
nm0000329,nm0938944,tt0084266,5
nm0535320,nm0849282,tt0084266,3
nm0321821,nm0652305,tt0084295,6
nm0006498,nm0440480,tt0084303,6
nm0440480,nm0538532,tt0084303,6
nm0006498,nm0538532,tt0084303,4
nm0757824,nm0951145,tt0084307,4
nm0438463,nm0700869,tt0084324,4
nm0007131,nm0438463,tt0084324,3
nm0015287,nm0438463,tt0084324,7
nm0673826,nm0759685,tt0084346,3
nm0420533,nm0957372,tt0084346,3
nm0066223,nm0156434,tt0084349,5
nm0150796,nm0156434,tt0084349,14
nm0000092,nm0001402,tt0084352,4
nm0001402,nm0001589,tt0084352,4
nm0000416,nm0001385,tt0084352,3
nm0001385,nm0001402,tt0084352,3
nm0460007,nm0754097,tt0084382,4
nm0000821,nm0695199,tt0084393,3
nm0000165,nm0000474,tt0084412,3
nm0000474,nm0304665,tt0084412,3
nm0000474,nm0541632,tt0084412,3
nm0000165,nm0304665,tt0084412,4
nm0000165,nm0541632,tt0084412,4
nm0304665,nm0541632,tt0084412,14
nm0851752,nm0851754,tt0084422,6
nm0346096,nm0851752,tt0084422,4
nm0346096,nm0851754,tt0084422,4
nm0139536,nm0307752,tt0084424,3
nm0838936,nm0862479,tt0084436,3
nm0008244,nm0096846,tt0084451,3
nm0096846,nm0591046,tt0084451,3
nm0256628,nm0945282,tt0084454,3
nm0012098,nm0023929,tt0084472,3
nm0191109,nm0720277,tt0084473,4
nm0000464,nm0527099,tt0084488,3
nm0596170,nm0697821,tt0084510,3
nm0043622,nm0527002,tt0084512,4
nm0527002,nm0647055,tt0084512,3
nm0622643,nm0659609,tt0084515,3
nm0209209,nm0515697,tt0084517,3
nm0049494,nm0946160,tt0084518,3
nm0580691,nm0845867,tt0084518,3
nm0380628,nm0597517,tt0084522,3
nm0461129,nm0597517,tt0084522,3
nm0163706,nm0597517,tt0084522,3
nm0380628,nm0461129,tt0084522,3
nm0163706,nm0380628,tt0084522,3
nm0163706,nm0461129,tt0084522,3
nm0000809,nm0596850,tt0084526,3
nm0432040,nm0436687,tt0084526,3
nm0342278,nm0342303,tt0084535,14
nm0001355,nm0910361,tt0084539,3
nm0511277,nm0953168,tt0084549,3
nm0155599,nm0943138,tt0084551,5
nm0002010,nm0688585,tt0084555,8
nm0432040,nm0508293,tt0084555,4
nm0169540,nm0605363,tt0084556,4
nm0950604,nm0950761,tt0084557,3
nm0950759,nm0950761,tt0084557,3
nm0950604,nm0950751,tt0084557,3
nm0950604,nm0950759,tt0084557,4
nm0005033,nm0943138,tt0084587,3
nm0482580,nm0943138,tt0084587,4
nm0002002,nm0760796,tt0084600,3
nm0000230,nm0949350,tt0084602,3
nm0004109,nm0007106,tt0084632,3
nm0001123,nm0089940,tt0084649,4
nm0001123,nm0325776,tt0084649,3
nm0089940,nm0690112,tt0084649,3
nm0089940,nm0325776,tt0084649,8
nm0325776,nm0690112,tt0084649,3
nm0136642,nm0524521,tt0084650,3
nm0386382,nm0652592,tt0084656,5
nm0016321,nm0690610,tt0084686,3
nm0199381,nm0503095,tt0084696,3
nm0465529,nm0786190,tt0084697,3
nm0000559,nm0000638,tt0084726,5
nm0000638,nm0001420,tt0084726,5
nm0000638,nm0001150,tt0084726,5
nm0000638,nm0583292,tt0084726,3
nm0000638,nm0734472,tt0084726,6
nm0000638,nm0071790,tt0084726,4
nm0000559,nm0001420,tt0084726,5
nm0000559,nm0001150,tt0084726,5
nm0000559,nm0583292,tt0084726,3
nm0000559,nm0734472,tt0084726,5
nm0000559,nm0071790,tt0084726,4
nm0001150,nm0001420,tt0084726,5
nm0001420,nm0583292,tt0084726,3
nm0001420,nm0734472,tt0084726,5
nm0001420,nm0071790,tt0084726,4
nm0001150,nm0583292,tt0084726,3
nm0001150,nm0734472,tt0084726,5
nm0001150,nm0071790,tt0084726,4
nm0583292,nm0734472,tt0084726,3
nm0071790,nm0734472,tt0084726,4
nm0006763,nm0787462,tt0084744,3
nm0002000,nm0170504,tt0084775,6
nm0005196,nm0135117,tt0084776,4
nm0643171,nm0648409,tt0084778,5
nm0648409,nm0945528,tt0084778,3
nm0643171,nm0945528,tt0084778,3
nm0542063,nm0694843,tt0084782,3
nm0646179,nm0694843,tt0084782,3
nm0000369,nm0386023,tt0084783,3
nm0709947,nm0930806,tt0084796,3
nm0295386,nm0930806,tt0084796,4
nm0000163,nm0001469,tt0084805,4
nm0617492,nm0685507,tt0084806,5
nm0001175,nm0007042,tt0084814,3
nm0001175,nm0612321,tt0084814,3
nm0001175,nm0250005,tt0084814,3
nm0346993,nm0749914,tt0084824,4
nm0463740,nm0758741,tt0084845,4
nm0131033,nm0889402,tt0084846,4
nm0131033,nm0889403,tt0084846,4
nm0001233,nm0004365,tt0084867,3
nm0289576,nm0864081,tt0084869,3
nm0865521,nm0882972,tt0084872,3
nm0815784,nm0882972,tt0084872,4
nm0882972,nm0883161,tt0084872,4
nm0815784,nm0865521,tt0084872,3
nm0865521,nm0883161,tt0084872,3
nm0815784,nm0883161,tt0084872,7
nm0126960,nm0305054,tt0084874,3
nm0229741,nm0395816,tt0084878,3
nm0848355,nm0874676,tt0084925,8
nm0514905,nm0848355,tt0084925,3
nm0514905,nm0874676,tt0084925,5
nm0170504,nm0874676,tt0084925,3
nm0151155,nm0838936,tt0084926,3
nm0155587,nm0945189,tt0084929,4
nm0155587,nm0516314,tt0084929,3
nm0151155,nm0399070,tt0084936,4
nm0151155,nm0939147,tt0084936,5
nm0155587,nm0298689,tt0084940,4
nm0155587,nm0910869,tt0084940,3
nm0401207,nm0538353,tt0084955,5
nm0335133,nm0634159,tt0084962,3
nm0332417,nm0339888,tt0085124,6
nm0004365,nm0332417,tt0085124,4
nm0000329,nm0005033,tt0085127,7
nm0005033,nm0950707,tt0085127,8
nm0849282,nm0950707,tt0085127,3
nm0553941,nm0759877,tt0085134,3
nm0290050,nm0759877,tt0085134,3
nm0553941,nm0739931,tt0085134,3
nm0290050,nm0739931,tt0085134,3
nm0654843,nm0713999,tt0085143,5
nm0274853,nm0557170,tt0085148,3
nm0274853,nm0889403,tt0085148,5
nm0024888,nm0327398,tt0085152,3
nm0482580,nm0950707,tt0085211,3
nm0938944,nm0950707,tt0085211,6
nm0482580,nm0939147,tt0085211,3
nm0005033,nm0939147,tt0085211,3
nm0938944,nm0939147,tt0085211,3
nm0531431,nm0769249,tt0085213,3
nm0161621,nm0539263,tt0085220,3
nm0000323,nm0001364,tt0085236,3
nm0604335,nm0677758,tt0085240,3
nm0415979,nm0639321,tt0085255,3
nm0562210,nm0873205,tt0085257,4
nm0001238,nm0873205,tt0085257,5
nm0386382,nm0994324,tt0085263,4
nm0386382,nm0992736,tt0085263,6
nm0386382,nm0595097,tt0085263,3
nm0021283,nm0576830,tt0085298,3
nm0021283,nm0617737,tt0085298,3
nm0576830,nm0617737,tt0085298,3
nm0000877,nm0332417,tt0085303,5
nm0182275,nm0547605,tt0085308,3
nm0246986,nm0952304,tt0085315,3
nm0001352,nm0817881,tt0085327,5
nm0497379,nm0504899,tt0085336,4
nm0119234,nm0518363,tt0085345,3
nm0729473,nm0890311,tt0085356,4
nm0518192,nm0890311,tt0085356,3
nm0264967,nm0281445,tt0085366,3
nm0045870,nm0545383,tt0085370,3
nm0136789,nm0331453,tt0085394,5
nm0053484,nm0360253,tt0085394,3
nm0139753,nm0948634,tt0085416,3
nm0000108,nm0000606,tt0085426,3
nm0195293,nm0491290,tt0085443,5
nm0491290,nm0716701,tt0085443,4
nm0404091,nm0898317,tt0085477,3
nm0500988,nm0882683,tt0085477,3
nm0773168,nm0908319,tt0085484,3
nm0396284,nm0943150,tt0085503,5
nm0139801,nm0777291,tt0085518,3
nm0298689,nm0939147,tt0085531,11
nm0159201,nm0849347,tt0085531,3
nm0160883,nm0396284,tt0085533,11
nm0442207,nm0835376,tt0085547,3
nm0062353,nm0081547,tt0085585,3
nm0002194,nm0217466,tt0085597,5
nm0042812,nm0217466,tt0085597,3
nm0001352,nm0005645,tt0085601,3
nm0001352,nm0053716,tt0085601,3
nm0005645,nm0817881,tt0085601,3
nm0053716,nm0817881,tt0085601,3
nm0001006,nm0506405,tt0085603,4
nm0002073,nm0172826,tt0085672,3
nm0155292,nm0227628,tt0085695,3
nm0150850,nm0939147,tt0085698,24
nm0124973,nm0227661,tt0085719,4
nm0438499,nm0787453,tt0085743,3
nm0129201,nm0491290,tt0085751,4
nm0126898,nm0832393,tt0085753,4
nm0150894,nm0155587,tt0085754,3
nm0350574,nm0434035,tt0085767,6
nm0350574,nm0678878,tt0085767,6
nm0434035,nm0678878,tt0085767,6
nm0038238,nm0127119,tt0085770,3
nm0027984,nm0844226,tt0085817,3
nm0344662,nm0844226,tt0085817,6
nm0379678,nm0654843,tt0085861,3
nm0371824,nm0443367,tt0085893,3
nm0254727,nm0443367,tt0085893,4
nm0185187,nm0371824,tt0085893,5
nm0185187,nm0254727,tt0085893,3
nm0007181,nm0438463,tt0085912,3
nm0023929,nm0859772,tt0085935,3
nm0155587,nm0702666,tt0085952,4
nm0497097,nm0939275,tt0085952,5
nm0112549,nm0208544,tt0085955,3
nm0381309,nm0468867,tt0085962,3
nm0666498,nm0764982,tt0085968,4
nm0000331,nm0000455,tt0085995,3
nm0337167,nm0562210,tt0086020,5
nm0079916,nm0350350,tt0086042,3
nm0000664,nm0001367,tt0086066,3
nm0006249,nm0712994,tt0086103,3
nm0153463,nm0679385,tt0086119,4
nm0113499,nm0114717,tt0086137,3
nm0341925,nm0955664,tt0086142,4
nm0217260,nm0559769,tt0086176,3
nm0217260,nm0289576,tt0086176,3
nm0217260,nm0238489,tt0086176,3
nm0559769,nm0889242,tt0086176,3
nm0289576,nm0889242,tt0086176,4
